,t_s,H_m,Qw_m3s,Ai_m2,todoy,iceon,tau,starth,gravelz,Hdl,His,Ta,Uw,rh,P,Ta_C,Hstar,Astar,Qstar,Tw_C,thawingdegreedays
894,9655200,0.0,0.0,0.0,151,274,14,0.5,0.5,223.95545,217.0,-13.31,0.0,0.858,101900.0,-13.31,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
895,9666000,0.0,0.0,0.0,151,274,14,0.5,0.5,221.920625,31.0,-16.29,0.0,0.84,102200.0,-16.29,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
896,9676800,0.0,0.0,0.0,151,274,14,0.5,0.5,219.88580000000002,0.0,-21.97,0.0,0.7948999999999999,102400.0,-21.97,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
897,9687600,0.0,0.0,0.0,151,274,14,0.5,0.5,217.850975,0.0,-21.77,0.0,0.7959,102500.0,-21.77,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
898,9698400,0.0,0.0,0.0,151,274,14,0.5,0.5,215.81615,41.0,-21.66,0.0,0.7912,102700.0,-21.66,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
899,9709200,0.0,0.0,0.0,151,274,14,0.5,0.5,213.781325,251.0,-21.55,0.0,0.774,102800.0,-21.55,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
900,9720000,0.0,0.0,0.0,151,274,14,0.5,0.5,211.7465,449.0,-20.34,0.0,0.7659,102800.0,-20.34,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
901,9730800,0.0,0.0,0.0,151,274,14,0.5,0.5,212.9248625,469.0,-20.48,0.0,0.7653,102900.0,-20.48,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
902,9741600,0.0,0.0,0.0,151,274,14,0.5,0.5,214.103225,277.0,-17.62,0.0,0.7967,102900.0,-17.62,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
903,9752400,0.0,0.0,0.0,151,274,14,0.5,0.5,215.2815875,27.0,-22.9,0.0,0.7783,103000.0,-22.9,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
904,9763200,0.0,0.0,0.0,151,274,14,0.5,0.5,216.45995,0.0,-25.11,0.0,0.772,102900.0,-25.11,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
905,9774000,0.0,0.0,0.0,151,274,14,0.5,0.5,217.63831249999998,0.0,-24.86,0.0,0.7775,102900.0,-24.86,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
906,9784800,0.0,0.0,0.0,151,274,14,0.5,0.5,218.81667499999998,91.0,-25.08,0.0,0.7595000000000001,102800.0,-25.08,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
907,9795600,0.0,0.0,0.0,151,274,14,0.5,0.5,219.9950375,306.0,-22.35,0.0,0.7670999999999999,102700.0,-22.35,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
908,9806400,0.0,0.0,0.0,151,274,14,0.5,0.5,221.1734,468.0,-20.09,0.0,0.7542,102600.0,-20.09,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
909,9817200,0.0,0.0,0.0,151,274,14,0.5,0.5,222.57513749999998,500.0,-19.35,0.0,0.7249,102600.0,-19.35,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
910,9828000,0.0,0.0,0.0,151,274,14,0.5,0.5,223.976875,276.0,-19.72,0.0,0.7166,102500.0,-19.72,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
911,9838800,0.0,0.0,0.0,151,274,14,0.5,0.5,225.3786125,31.0,-24.04,0.0,0.7539,102400.0,-24.04,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
912,9849600,0.0,0.0,0.0,151,274,14,0.5,0.5,226.78035,0.0,-23.49,0.0,0.7659999999999999,102300.0,-23.49,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
913,9860400,0.0,0.0,0.0,151,274,14,0.5,0.5,228.1820875,0.0,-22.87,0.0,0.8009999999999999,102200.0,-22.87,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
914,9871200,0.0,0.0,0.0,151,274,14,0.5,0.5,229.583825,52.0,-23.09,0.0,0.7706999999999999,101900.0,-23.09,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
915,9882000,0.0,0.0,0.0,151,274,14,0.5,0.5,230.98556250000001,332.0,-23.8,0.0,0.7425,101800.0,-23.8,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
916,9892800,0.0,0.0,0.0,151,274,14,0.5,0.5,232.3873,507.0,-20.32,0.0,0.7536,101600.0,-20.32,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
917,9903600,0.0,0.0,0.0,151,274,14,0.5,0.5,232.55428750000002,407.0,-19.81,0.0,0.7731999999999999,101400.0,-19.81,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
918,9914400,0.0,0.0,0.0,151,274,14,0.5,0.5,232.721275,194.0,-20.07,0.0,0.7914,101300.0,-20.07,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
919,9925200,0.0,0.0,0.0,151,274,14,0.5,0.5,232.8882625,24.0,-20.68,0.0,0.802,101100.0,-20.68,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
920,9936000,0.0,0.0,0.0,151,274,14,0.5,0.5,233.05525,0.0,-20.33,0.0,0.807,101000.0,-20.33,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
921,9946800,0.0,0.0,0.0,151,274,14,0.5,0.5,233.2222375,0.0,-20.58,0.0,0.804,100900.0,-20.58,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
922,9957600,0.0,0.0,0.0,151,274,14,0.5,0.5,233.389225,48.0,-21.12,0.0,0.7963,100700.0,-21.12,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
923,9968400,0.0,0.0,0.0,151,274,14,0.5,0.5,233.5562125,241.0,-21.04,0.0,0.7898999999999999,100600.0,-21.04,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
924,9979200,0.0,0.0,0.0,151,274,14,0.5,0.5,233.7232,431.0,-20.84,0.0,0.7873,100500.0,-20.84,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
925,9990000,0.0,0.0,0.0,151,274,14,0.5,0.5,234.3257875,460.0,-21.21,0.0,0.7833,100400.0,-21.21,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
926,10000800,0.0,0.0,0.0,151,274,14,0.5,0.5,234.928375,276.0,-19.78,0.0,0.7859,100300.0,-19.78,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
927,10011600,0.0,0.0,0.0,151,274,14,0.5,0.5,235.5309625,27.0,-21.35,0.0,0.7984,100200.0,-21.35,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
928,10022400,0.0,0.0,0.0,151,274,14,0.5,0.5,236.13355,0.0,-21.26,0.0,0.7986,100100.0,-21.26,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
929,10033200,0.0,0.0,0.0,151,274,14,0.5,0.5,236.7361375,0.0,-21.67,0.0,0.7929,99900.0,-21.67,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
930,10044000,0.0,0.0,0.0,151,274,14,0.5,0.5,237.338725,49.0,-23.5,0.0,0.7772,99800.0,-23.5,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
931,10054800,0.0,0.0,0.0,151,274,14,0.5,0.5,237.9413125,348.0,-23.91,0.0,0.7626999999999999,99600.0,-23.91,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
932,10065600,0.0,0.0,0.0,151,274,14,0.5,0.5,238.5439,564.0,-22.5,0.0,0.7646,99500.0,-22.5,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
933,10076400,0.0,0.0,0.0,151,274,14,0.5,0.5,239.1597375,522.0,-20.59,0.0,0.7746,99400.0,-20.59,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
934,10087200,0.0,0.0,0.0,151,274,14,0.5,0.5,239.775575,283.0,-20.31,0.0,0.7802,99300.0,-20.31,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
935,10098000,0.0,0.0,0.0,151,274,14,0.5,0.5,240.3914125,33.0,-21.28,0.0,0.7959999999999999,99300.0,-21.28,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
936,10108800,0.0,0.0,0.0,151,274,14,0.5,0.5,241.00725,0.0,-22.07,0.0,0.7915000000000001,99300.0,-22.07,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
937,10119600,0.0,0.0,0.0,151,274,14,0.5,0.5,241.6230875,0.0,-23.44,0.0,0.7806000000000001,99300.0,-23.44,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
938,10130400,0.0,0.0,0.0,151,274,14,0.5,0.5,242.238925,84.0,-24.97,0.0,0.7606999999999999,99400.0,-24.97,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
939,10141200,0.0,0.0,0.0,151,274,14,0.5,0.5,242.8547625,279.0,-22.33,0.0,0.774,99500.0,-22.33,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
940,10152000,0.0,0.0,0.0,151,274,14,0.5,0.5,243.4706,589.0,-19.99,0.0,0.773,99600.0,-19.99,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
941,10162800,0.0,0.0,0.0,151,274,14,0.5,0.5,242.9768875,460.0,-18.72,0.0,0.7712,99700.0,-18.72,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
942,10173600,0.0,0.0,0.0,151,274,14,0.5,0.5,242.483175,273.0,-18.52,0.0,0.7723,99900.0,-18.52,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
943,10184400,0.0,0.0,0.0,151,274,14,0.5,0.5,241.9894625,30.0,-19.25,0.0,0.8079999999999999,100000.0,-19.25,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
944,10195200,0.0,0.0,0.0,151,274,14,0.5,0.5,241.49575,0.0,-20.36,0.0,0.8059999999999999,100100.0,-20.36,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
945,10206000,0.0,0.0,0.0,151,274,14,0.5,0.5,241.0020375,0.0,-20.29,0.0,0.812,100200.0,-20.29,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
946,10216800,0.0,0.0,0.0,151,274,14,0.5,0.5,240.508325,95.0,-19.02,0.0,0.7956,100300.0,-19.02,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
947,10227600,0.0,0.0,0.0,151,274,14,0.5,0.5,240.0146125,393.0,-17.36,0.0,0.7844,100300.0,-17.36,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
948,10238400,0.0,0.0,0.0,151,274,14,0.5,0.5,239.5209,563.0,-16.39,0.0,0.7705,100400.0,-16.39,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
949,10249200,0.0,0.0,0.0,151,274,14,0.5,0.5,239.9418625,522.0,-15.71,0.0,0.7745000000000001,100400.0,-15.71,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
950,10260000,0.0,0.0,0.0,151,274,14,0.5,0.5,240.36282500000002,295.0,-15.6,0.0,0.8009999999999999,100400.0,-15.6,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
951,10270800,0.0,0.0,0.0,151,274,14,0.5,0.5,240.78378750000002,51.0,-18.63,0.0,0.8109999999999999,100300.0,-18.63,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
952,10281600,0.0,0.0,0.0,151,274,14,0.5,0.5,241.20475000000002,0.0,-21.54,0.0,0.8079999999999999,100300.0,-21.54,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
953,10292400,0.0,0.0,0.0,151,274,14,0.5,0.5,241.6257125,1.0,-23.28,0.0,0.7859999999999999,100300.0,-23.28,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
954,10303200,0.0,0.0,0.0,151,274,14,0.5,0.5,242.046675,141.0,-20.71,0.0,0.7807999999999999,100400.0,-20.71,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
955,10314000,0.0,0.0,0.0,151,274,14,0.5,0.5,242.4676375,402.0,-17.62,0.0,0.7802,100300.0,-17.62,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
956,10324800,0.0,0.0,0.0,151,274,14,0.5,0.5,242.8886,572.0,-13.97,0.0,0.7968999999999999,100400.0,-13.97,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
957,10335600,0.0,0.0,0.0,151,274,14,0.5,0.5,243.0273125,530.0,-11.77,0.0,0.8270000000000001,100300.0,-11.77,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
958,10346400,0.0,0.0,0.0,151,274,14,0.5,0.5,243.166025,299.0,-12.11,0.0,0.84,100300.0,-12.11,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
959,10357200,0.0,0.0,0.0,151,274,14,0.5,0.5,243.3047375,55.0,-13.89,0.0,0.858,100200.0,-13.89,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
960,10368000,0.0,0.0,0.0,151,274,14,0.5,0.5,243.44344999999998,0.0,-15.54,0.0,0.856,100200.0,-15.54,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
961,10378800,0.0,0.0,0.0,151,274,14,0.5,0.5,243.5821625,1.0,-16.31,0.0,0.85,100100.0,-16.31,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
962,10389600,0.0,0.0,0.0,151,274,14,0.5,0.5,243.720875,122.0,-15.37,0.0,0.838,100100.0,-15.37,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
963,10400400,0.0,0.0,0.0,151,274,14,0.5,0.5,243.8595875,391.0,-13.67,0.0,0.8190000000000001,99900.0,-13.67,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
964,10411200,0.0,0.0,0.0,151,274,14,0.5,0.5,243.9983,481.0,-11.66,0.0,0.8370000000000001,99700.0,-11.66,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
965,10422000,0.0,0.0,0.0,151,274,14,0.5,0.5,244.14175,530.0,-9.12,0.0,0.848,99600.0,-9.12,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
966,10432800,0.0,0.0,0.0,151,274,14,0.5,0.5,244.2852,284.0,-9.01,0.0,0.872,99400.0,-9.01,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
967,10443600,0.0,0.0,0.0,151,274,14,0.5,0.5,244.42865,49.0,-10.22,0.0,0.895,99300.0,-10.22,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
968,10454400,0.0,0.0,0.0,151,274,14,0.5,0.5,244.5721,0.0,-10.78,0.0,0.899,99200.0,-10.78,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
969,10465200,0.0,0.0,0.0,151,274,14,0.5,0.5,244.71555,1.0,-11.16,0.0,0.898,99200.0,-11.16,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
970,10476000,0.0,0.0,0.0,151,274,14,0.5,0.5,244.859,56.0,-10.82,0.0,0.8909999999999999,99100.0,-10.82,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
971,10486800,0.0,0.0,0.0,151,274,14,0.5,0.5,245.00245,260.0,-9.56,0.0,0.877,99100.0,-9.56,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
972,10497600,0.0,0.0,0.0,151,274,14,0.5,0.5,245.1459,600.0,-8.1,0.0,0.856,99000.0,-8.1,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
973,10508400,0.0,0.0,0.0,151,274,14,0.5,0.5,244.98680000000002,507.0,-7.381,0.0,0.879,98900.0,-7.381,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
974,10519200,0.0,0.0,0.0,151,274,14,0.5,0.5,244.8277,231.0,-7.409,0.0,0.909,98700.0,-7.409,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
975,10530000,0.0,0.0,0.0,151,274,14,0.5,0.5,244.6686,42.0,-8.23,0.0,0.9229999999999999,98600.0,-8.23,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
976,10540800,0.0,0.0,0.0,151,274,14,0.5,0.5,244.5095,0.0,-8.4,0.0,0.9279999999999999,98600.0,-8.4,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
977,10551600,0.0,0.0,0.0,151,274,14,0.5,0.5,244.3504,2.0,-9.52,0.0,0.917,98500.0,-9.52,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
978,10562400,0.0,0.0,0.0,151,274,14,0.5,0.5,244.1913,143.0,-9.74,0.0,0.894,98400.0,-9.74,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
979,10573200,0.0,0.0,0.0,151,274,14,0.5,0.5,244.0322,409.0,-7.127,0.0,0.858,98400.0,-7.127,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
980,10584000,0.0,0.0,0.0,151,274,14,0.5,0.5,243.8731,545.0,-5.593,0.0,0.857,98300.0,-5.593,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
981,10594800,0.0,0.0,0.0,151,274,14,0.5,0.5,243.274575,403.0,-5.507,0.0,0.892,98300.0,-5.507,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
982,10605600,0.0,0.0,0.0,151,274,14,0.5,0.5,242.67605,207.0,-5.754,0.0,0.914,98300.0,-5.754,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
983,10616400,0.0,0.0,0.0,151,274,14,0.5,0.5,242.077525,29.0,-5.916,0.0,0.9490000000000001,98200.0,-5.916,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
984,10627200,0.0,0.0,0.0,151,274,14,0.5,0.5,241.47899999999998,0.0,-7.497,0.0,0.934,98200.0,-7.497,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
985,10638000,0.0,0.0,0.0,151,274,14,0.5,0.5,240.880475,2.0,-7.75,0.0,0.9209999999999999,98300.0,-7.75,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
986,10648800,0.0,0.0,0.0,151,274,14,0.5,0.5,240.28195,78.0,-7.331,0.0,0.899,98300.0,-7.331,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
987,10659600,0.0,0.0,0.0,151,274,14,0.5,0.5,239.683425,297.0,-6.481,0.0,0.872,98400.0,-6.481,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
988,10670400,0.0,0.0,0.0,151,274,14,0.5,0.5,239.0849,398.0,-5.429,0.0,0.878,98400.0,-5.429,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
989,10681200,0.0,0.0,0.0,151,274,14,0.5,0.5,238.9225,468.0,-5.156,0.0,0.8859999999999999,98600.0,-5.156,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
990,10692000,0.0,0.0,0.0,151,274,14,0.5,0.5,238.7601,319.0,-5.097,0.0,0.8859999999999999,98600.0,-5.097,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
991,10702800,0.0,0.0,0.0,151,274,14,0.5,0.5,238.5977,49.0,-6.949,0.0,0.9390000000000001,98600.0,-6.949,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
992,10713600,0.0,0.0,0.0,151,274,14,0.5,0.5,238.43529999999998,1.0,-8.55,0.0,0.92,98700.0,-8.55,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
993,10724400,0.0,0.0,0.0,151,274,14,0.5,0.5,238.2729,3.0,-10.74,0.0,0.907,98800.0,-10.74,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
994,10735200,0.0,0.0,0.0,151,274,14,0.5,0.5,238.1105,184.0,-10.74,0.0,0.882,99000.0,-10.74,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
995,10746000,0.0,0.0,0.0,151,274,14,0.5,0.5,237.94809999999998,290.0,-9.04,0.0,0.9,99100.0,-9.04,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
996,10756800,0.0,0.0,0.0,151,274,14,0.5,0.5,237.7857,401.0,-4.141,0.0,0.935,99300.0,-4.141,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
997,10767600,0.0,0.0,0.0,151,274,14,0.5,0.5,237.33248749999998,510.0,0.123,0.0,0.861,99500.0,0.123,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
998,10778400,0.0,0.0,0.0,151,274,14,0.5,0.5,236.879275,356.0,0.132,0.0,0.853,99700.0,0.132,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
999,10789200,0.0,0.0,0.0,151,274,14,0.5,0.5,236.4260625,37.0,-1.685,0.0,0.8590000000000001,99800.0,-1.685,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1000,10800000,0.0,0.0,0.0,151,274,14,0.5,0.5,235.97285,1.0,-3.184,0.0,0.841,100000.0,-3.184,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1001,10810800,0.0,0.0,0.0,151,274,14,0.5,0.5,235.5196375,3.0,-7.422,0.0,0.9109999999999999,100200.0,-7.422,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1002,10821600,0.0,0.0,0.0,151,274,14,0.5,0.5,235.06642499999998,143.0,-8.32,0.0,0.915,100300.0,-8.32,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1003,10832400,0.0,0.0,0.0,151,274,14,0.5,0.5,234.6132125,317.0,-5.668,0.0,0.9179999999999999,100400.0,-5.668,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1004,10843200,0.0,0.0,0.0,151,274,14,0.5,0.5,234.16,521.0,-5.675,0.0,0.904,100400.0,-5.675,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1005,10854000,0.0,0.0,0.0,151,274,14,0.5,0.5,232.201075,503.0,-6.167,0.0,0.904,100300.0,-6.167,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1006,10864800,0.0,0.0,0.0,151,274,14,0.5,0.5,230.24214999999998,256.0,-5.357,0.0,0.932,100200.0,-5.357,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1007,10875600,0.0,0.0,0.0,151,274,14,0.5,0.5,228.283225,53.0,-6.789,0.0,0.938,100100.0,-6.789,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1008,10886400,0.0,0.0,0.0,151,274,14,0.5,0.5,226.3243,2.0,-9.86,0.0,0.927,100000.0,-9.86,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1009,10897200,0.0,0.0,0.0,151,274,14,0.5,0.5,224.365375,4.0,-9.79,0.0,0.9129999999999999,100000.0,-9.79,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1010,10908000,0.0,0.0,0.0,151,274,14,0.5,0.5,222.40645,107.0,-9.45,0.0,0.9109999999999999,99900.0,-9.45,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1011,10918800,0.0,0.0,0.0,151,274,14,0.5,0.5,220.44752499999998,343.0,-8.92,0.0,0.893,100000.0,-8.92,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1012,10929600,0.0,0.0,0.0,151,274,14,0.5,0.5,218.4886,456.0,-8.05,0.0,0.873,99900.0,-8.05,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1013,10940400,0.0,0.0,0.0,151,274,14,0.5,0.5,221.289275,501.0,-6.62,0.0,0.893,99900.0,-6.62,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1014,10951200,0.0,0.0,0.0,151,274,14,0.5,0.5,224.08995,279.0,-6.936,0.0,0.9079999999999999,100000.0,-6.936,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1015,10962000,0.0,0.0,0.0,151,274,14,0.5,0.5,226.890625,61.0,-7.654,0.0,0.909,100000.0,-7.654,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1016,10972800,0.0,0.0,0.0,151,274,14,0.5,0.5,229.6913,1.0,-6.835,0.0,0.9059999999999999,100100.0,-6.835,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1017,10983600,0.0,0.0,0.0,151,274,14,0.5,0.5,232.491975,3.0,-6.93,0.0,0.894,100200.0,-6.93,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1018,10994400,0.0,0.0,0.0,151,274,14,0.5,0.5,235.29265,153.0,-7.88,0.0,0.892,100200.0,-7.88,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1019,11005200,0.0,0.0,0.0,151,274,14,0.5,0.5,238.093325,460.0,-7.157,0.0,0.8640000000000001,100300.0,-7.157,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1020,11016000,0.0,0.0,0.0,151,274,14,0.5,0.5,240.894,588.0,-5.363,0.0,0.828,100400.0,-5.363,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1021,11026800,0.0,0.0,0.0,151,274,14,0.5,0.5,242.06545,561.0,-2.92,0.0,0.805,100400.0,-2.92,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1022,11037600,0.0,0.0,0.0,151,274,14,0.5,0.5,243.2369,338.0,-2.284,0.0,0.7873,100400.0,-2.284,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1023,11048400,0.0,0.0,0.0,151,274,14,0.5,0.5,244.40835,92.0,-7.219,0.0,0.93,100300.0,-7.219,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1024,11059200,0.0,0.0,0.0,151,274,14,0.5,0.5,245.5798,2.0,-10.28,0.0,0.9059999999999999,100300.0,-10.28,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1025,11070000,0.0,0.0,0.0,151,274,14,0.5,0.5,246.75125,4.0,-13.1,0.0,0.884,100300.0,-13.1,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1026,11080800,0.0,0.0,0.0,151,274,14,0.5,0.5,247.92270000000002,101.0,-12.28,0.0,0.8809999999999999,100200.0,-12.28,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1027,11091600,0.0,0.0,0.0,151,274,14,0.5,0.5,249.09415,316.0,-10.66,0.0,0.8809999999999999,100000.0,-10.66,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
1028,11102400,0.0,0.0,0.0,151,274,14,0.5,0.5,250.2656,562.0,-8.37,0.0,0.8740000000000001,99900.0,-8.37,3013187.0925222733,1215007.7563992047,9423176.089943878,,1140.7825102470301
